130.099	-4.7418
130.299	-4.647
130.499	-4.513599999999999
130.699	-4.5454
130.899	-4.5
131.099	-4.364800000000001
131.299	-4.3908000000000005
131.499	-4.512600000000001
131.699	-4.493
131.899	-4.4208
132.099	-4.3812
132.299	-4.4155999999999995
132.499	-4.481199999999999
132.699	-4.5108
132.899	-4.313599999999999
133.099	-4.156000000000001
133.299	-4.266
133.499	-4.2787999999999995
133.699	-4.315600000000001
133.899	-4.492
134.099	-4.6012
134.299	-4.6152
134.499	-4.6428
134.699	-4.644799999999999
134.899	-4.615
135.099	-4.647
135.299	-4.6394
135.499	-4.4976
135.699	-4.452800000000001
135.899	-4.4806
136.099	-4.3351999999999995
136.299	-4.219200000000001
136.499	-4.242800000000001
136.699	-4.3224
136.899	-4.5296
137.099	-4.680999999999999
137.299	-4.6533999999999995
137.499	-4.515000000000001
137.699	-4.328
137.899	-4.2622
138.099	-4.183199999999999
138.299	-4.230200000000001
138.499	-4.3866
138.699	-4.4378
138.899	-4.4818
139.099	-4.5798000000000005
139.299	-4.5644
139.499	-4.483600000000001
139.699	-4.5174
139.899	-4.421
140.099	-4.273999999999999
140.299	-4.3712
140.499	-4.3908000000000005
140.699	-4.3472
140.899	-4.4802
141.099	-4.5668
141.299	-4.509600000000001
141.499	-4.3392
141.699	-3.9921999999999995
141.899	-3.9596000000000005
142.099	-4.101999999999999
142.299	-4.081200000000001
142.499	-4.2428
142.699	-4.4566
142.899	-4.520200000000001
143.099	-4.5332
143.299	-4.553
143.499	-4.5036000000000005
143.699	-4.4502
143.899	-4.486600000000001
144.099	-4.3708
144.299	-4.2246
144.499	-4.353
144.699	-4.353199999999999
144.899	-4.259
145.099	-4.301599999999999
145.299	-4.4428
145.499	-4.6984
145.699	-4.883799999999999
145.899	-4.9248
146.099	-4.854
146.299	-4.755599999999999
146.499	-4.8332
146.699	-4.865
146.899	-4.812400000000001
147.099	-4.7814
147.299	-4.7264
147.499	-4.775800000000001
147.699	-4.853800000000001
147.899	-4.9092
148.099	-4.975199999999999
148.299	-5.0802
148.499	-5.164199999999999
148.699	-5.1924
148.899	-5.2366
149.099	-5.2576
149.299	-5.2608
149.499	-5.260599999999999
149.699	-5.2602
149.899	-5.2714
150.099	-5.3038
150.299	-5.332400000000001
150.499	-5.3355999999999995
150.699	-5.0656
150.899	-4.4166
151.099	-3.5577999999999994
151.299	-2.0459999999999994
151.499	0.5940000000000001
151.699	2.9465999999999997
151.899	4.0522
152.099	4.6095999999999995
152.299	4.9312000000000005
152.499	5.121
152.699	5.2188
152.899	5.287000000000001
153.099	5.3466
153.299	5.3908000000000005
153.499	5.433800000000001
153.699	5.459200000000001
153.899	5.4764
154.099	5.507000000000001
154.299	5.5452
154.499	5.5714
154.699	5.6118
154.899	5.678599999999999
155.099	5.7425999999999995
155.299	5.786200000000001
155.499	5.8106
155.699	5.849
155.899	5.8864
156.099	5.919199999999999
156.299	5.942799999999999
156.499	5.9736
156.699	5.9708
156.899	6.000400000000001
157.099	6.0282
157.299	6.063000000000001
157.499	6.0842
157.699	6.0908
157.899	6.1008000000000004
158.099	6.117399999999999
158.299	6.1266
158.499	6.1442
158.699	6.1646
158.899	6.1734
159.099	6.1706
159.299	6.2021999999999995
159.499	6.3066
159.699	6.4597999999999995
159.899	6.5648
160.099	6.621600000000001
160.299	6.6634
160.499	6.7568
160.699	6.803
160.899	6.812400000000001
161.099	6.8148
161.299	6.8148
161.499	6.814399999999999
161.699	6.794
161.899	6.796600000000001
162.099	6.801399999999999
162.299	6.7916
162.499	6.790799999999999
162.699	6.7918
162.899	6.7976
163.099	6.801399999999999
163.299	6.8038
163.499	6.7936000000000005
163.699	6.7752
163.899	6.7738
164.099	6.783799999999999
164.299	6.7348
164.499	6.738200000000001
164.699	6.7916
164.899	6.8088
165.099	6.794200000000001
165.299	6.808199999999999
165.499	6.8098
165.699	6.812600000000001
165.899	6.8164
166.099	6.7786
166.299	6.776000000000001
